GasDay,KWhFromBiogas,KWhToDenmark,KWhFromNorthSea,KWhToOrFromStorage,KWhToOrFromGermany,KWhToSweden
2017-10-18,4782921,-75038812,130710851,-51361332,3124584,-21487248
2017-10-17,4693397,-57829598,136609486,-48854556,-8454896,-22303536
2017-10-16,4695409,-66255096,123727278,-44438632,4200944,-23155740
2017-10-15,4528427,-47158899,125886104,-53028300,-8133918,-25023504
2017-10-14,4888067,-44920347,125221202,-50097632,-8385448,-23007528
2017-10-13,5137959,-67714241,131605151,-48605388,-10068312,-20635740
2017-10-12,4992316,-64592043,143893696,-31294226,-19690464,-27914772
2017-10-11,5013965,-67086371,126683108,-11270774,-12791736,-26245680
2017-10-10,5095826,-76197433,126228201,-10774284,-14529840,-25673304
2017-10-09,4962429,-79973916,125187471,-1072030,-13475832,-30590464
2017-10-08,4880669,-63195019,107060000,-22879560,-14900112,-22551060
2017-10-07,5000697,-54464697,104563427,-25254704,-13266225,-24420996
2017-10-06,5037174,-63440843,111159742,10493587,-18789776,-23804208
2017-10-05,4928276,-71489283,121036526,-13944512,-21779320,-19119016
2017-10-04,4972628,-68641869,114484459,-24534844,-10129536,-23501324
2017-10-03,4870399,-57600180,100846635,-18706975,-12787968,-20800124
2017-10-02,4882717,-57248225,109976805,-19152194,-13297888,-23368516
2017-10-01,4982899,-48391805,117478848,-23077775,-32594736,-18276744
2017-09-30,5019616,-47441489,103109663,-22861968,-14407224,-18753972
2017-09-29,4980981,-54604498,81092228,-19111903,12842891,-26873533
2017-09-28,4874272,-65811705,78832958,-10682097,-2365992,-21487128
2017-09-27,4924523,-57975138,85710188,-11135808,-3649824,-19469844
2017-09-26,4794142,-61117995,111471108,-22257039,-20675952,-18189884
2017-09-25,4875755,-60954112,110460756,-33902964,-2859522,-19061300
2017-09-24,5037507,-46148188,98292000,-40667942,1310376,-17709912
2017-09-23,4910321,-43529753,98472000,-38872066,1348344,-18055128
2017-09-22,4927541,-62482266,96099077,-23484683,-3023880,-19238952
2017-09-21,4791609,-63463890,93373993,3329056,-21038916,-17603628
2017-09-20,4740777,-71958348,95352000,7400780,-19813560,-16775004
2017-09-19,4802477,-63843328,98272068,11776656,-28632714,-17283096
2017-09-18,4827105,-67143846,103885403,-15575914,-2442024,-17277776
2017-09-17,4968487,-49305799,102772555,-34101222,4328064,-16585248
2017-09-16,4943624,-49170821,99432969,-36505869,4429584,-16934124
2017-09-15,5016478,-60656923,102135813,-19262265,-3406144,-17791764
2017-09-14,4964544,-64978499,107264201,-26341866,-3747048,-16883964
2017-09-13,4733913,-60507167,113472603,-31421170,-6255048,-19238508
2017-09-12,4755186,-59285368,105172000,-28791400,-9049776,-17666472
2017-09-11,4690930,-55215562,105540000,-46003572,-1195848,-16350960
2017-09-10,4876230,-42496924,105252000,-60892488,1014552,-17530956
2017-09-09,4881166,-47628037,105804000,-34812653,435745,-18088968
2017-09-08,4767955,-57185956,103800155,-14946037,8243483,-18612144
2017-09-07,4807013,-61882572,105109816,-36424040,12006552,-21899616
2017-09-06,4581620,-54237316,103682913,-54792826,8961072,-18412896
2017-09-05,4734801,-54938184,108839100,-44046197,62184,-19812816
2017-09-04,4732291,-56108053,99312000,-23574419,-7055848,-18695256
2017-09-03,4813964,-40578454,100298555,-32821601,-9007848,-16705392
2017-09-02,4766979,-36660349,96110709,-35308519,-7875848,-15200892
2017-09-01,4661378,-47741440,78749440,-20942363,7028208,-16285020
2017-08-31,4730012,-52690676,105362138,-76413659,16938720,-18568136
2017-08-30,4569886,-48872916,121945623,-56359852,2064384,-16717500
2017-08-29,4620473,-45747072,118954830,-67369730,12177912,-18389352
2017-08-28,4586872,-51922555,115691792,-71921162,16900832,-19240872
2017-08-27,4656496,-37231391,114725029,-77427772,17599968,-17923500
2017-08-26,4761324,-33463068,105641141,-80776963,16847184,-16715208
2017-08-25,4680236,-42743717,114576000,-70208042,16838784,-22003836
2017-08-24,4612673,-50232146,109177580,-72143232,16835904,-15100080
2017-08-23,4667731,-53846316,115096000,-70457924,16847736,-20643072
2017-08-22,4627722,-49614752,172331000,-98763851,-6688416,-16520592
2017-08-21,4617160,-49877954,116882893,-68061515,16838784,-17357664
2017-08-20,4581617,-34763181,114766518,-78770523,16915776,-18445068
2017-08-19,4690094,-30802840,111645952,-81090624,17023992,-16212924
2017-08-18,4537104,-43292242,115859529,-75044705,16886096,-16270932
2017-08-17,4443123,-47500623,119677755,-73166458,13591992,-23238339
2017-08-16,4389151,-48796415,114456722,-85853621,15869184,-22242636
2017-08-15,4354065,-44408806,115739941,-75880257,523584,-14545836
2017-08-14,4214323,-51852250,117615745,-68283495,16824384,-17996304
2017-08-13,4206371,-38284439,117354372,-79038216,16836384,-16149984
2017-08-12,4321381,-31739406,118162566,-78766964,16814784,-16397952
2017-08-11,4363550,-41286035,122452396,-70156464,2268384,-17403588
2017-08-10,4494740,-45337406,109973162,-62165448,5666784,-18055956
2017-08-09,4380198,-40587527,117403304,-54710448,7734984,-17020308
2017-08-08,4364270,-42700541,140454143,-54747978,-7893216,-19058592
2017-08-07,4277710,-45636123,153189350,-50454860,-39406216,-13381248
2017-08-06,4222563,-31008862,124246392,-82215548,-43043616,-13003656
2017-08-05,4463216,-27371221,156235809,-77591434,-46919976,-12408348
2017-08-04,4583965,-33259485,163435481,-85883943,-44817216,-13539204
2017-08-03,4509981,-37342597,167324000,-89791608,-25761216,-15076884
2017-08-02,4390263,-36329415,159454118,-76828026,-26899213,-15939204
2017-08-01,4344697,-38278856,154092169,-97776840,-3754800,-13957692
2017-07-31,4366308,-35683393,153968662,-90447369,-28715616,-13274212
2017-07-30,4321533,-27649282,168353318,-101502138,-23910816,-14971044
2017-07-29,4565312,-26998562,167144964,-92094352,-36321216,-13786012
2017-07-28,4486208,-32307768,170810110,-98748415,-23606962,-13976196
2017-07-27,4281981,-34465417,162005998,-94641973,-19931616,-12728640
2017-07-26,4084159,-34310793,161590606,-88480230,-29335200,-13101492
2017-07-25,4166962,-34071641,145051762,-88472502,-18361416,-15105144
2017-07-24,4246205,-38154660,150363530,-93368780,-13559016,-11439864
2017-07-23,4349670,-29741729,157580000,-90453342,-16037352,-11546376
2017-07-22,4311862,-25578878,138795278,-91936498,-16034976,-11346084
2017-07-21,4531167,-35022771,140186781,-88743416,-250416,-12720240
2017-07-20,4477227,-33507705,111142078,-69625930,2744784,-11825388
2017-07-19,4235885,-33288204,116714006,-82156595,12201984,-12641160
2017-07-18,4376098,-40419827,106945443,-75169166,16824384,-13930632
2017-07-17,4299638,-35081463,95577689,-76690497,16577184,-12751464
2017-07-16,4427319,-29515736,112607592,-86754667,15033984,-11653188
2017-07-15,4433508,-27110696,110709642,-84919965,13851184,-12499872
2017-07-14,4437309,-35930988,104614735,-73628337,12288784,-13611576
2017-07-13,4286911,-42934508,99412532,-69087524,8843184,-15522108
2017-07-12,4266713,-41162115,120021676,-79855197,13676340,-13276116
2017-07-11,4283849,-40317619,126388350,-87170832,15796572,-13518264
2017-07-10,4224171,-41400352,125280000,-72075673,-1895616,-13061652
2017-07-09,4385207,-30416317,107204781,-77117784,6581184,-11251788
2017-07-08,4324234,-28171105,106873208,-77145456,7435540,-13819224
2017-07-07,4210638,-39434338,102440546,-64805956,16847856,-14347824
2017-07-06,3954201,-47532910,53596235,-3234554,16847500,-14652060
2017-07-05,3792091,-50063750,99669386,-60811612,16838784,-15041520
2017-07-04,3628417,-49633703,106243432,-65579134,15389184,-16263024
2017-07-03,3577654,-45843992,110783357,-42788765,510784,-15922080
2017-07-02,3979462,-33529579,102704009,-76380034,14201352,-11482104
2017-07-01,4003559,-32946941,103316491,-77818548,15216768,-13293198
2017-06-30,4034090,-50193109,91099224,-40274709,11000236,-14349216
2017-06-29,4012876,-52988054,87691951,-26873968,266760,-16519644
2017-06-28,4012201,-45970585,89340671,-38681280,5661917,-15943728
2017-06-27,4083528,-51453616,90959114,-27794353,-5259960,-16030564
2017-06-26,4195787,-46518116,88032000,-37333606,-5285976,-13315596
2017-06-25,4266757,-34594078,90018918,-58045336,-5290704,-11548620
2017-06-24,4160735,-30877311,103384000,-61314372,-5288448,-11017152
2017-06-23,3970314,-40066217,105105743,-42424550,-12920472,-14430900
2017-06-22,4073521,-45852538,109233980,-40602185,-8406096,-15393912
2017-06-21,4197548,-45324423,101337004,-13310087,-5283648,-16208232
2017-06-20,4052083,-42784077,108897674,-47458269,-5197548,-17292456
2017-06-19,4124040,-44089345,106917877,-40945940,-7919496,-16293708
2017-06-18,4155512,-32334823,98267118,-50252094,-9384624,-13959204
2017-06-17,4218844,-32317550,105540413,-55514123,-6991800,-13069560
2017-06-16,4058600,-40464398,109332729,-46178622,-5271048,-15960600
2017-06-15,3956344,-44836876,110511987,-43936617,-5249568,-18759468
2017-06-14,3752904,-50946191,110400000,-44456520,-4442312,-16912176
2017-06-13,3904018,-50289884,111383514,-49418911,4556184,-17402616
2017-06-12,3985147,-48620917,108551060,-40281738,-2306080,-16151428
2017-06-11,4016516,-35702227,106584000,-52761507,-5283480,-16807712
2017-06-10,4107753,-34883057,103108704,-50108504,-3833692,-16628904
2017-06-09,4000179,-46903853,93402851,-36899381,19166680,-14480532
2017-06-08,4004568,-57583218,80633796,-24638191,10608148,-19346184
2017-06-07,4018784,-57241699,89420100,-25778374,-5251632,-17288520
2017-06-06,3789351,-45025998,96584075,-45063202,-5280696,-15576540
2017-06-05,3939431,-41872429,110214000,-58531070,-5248392,-15456684
2017-06-04,4103295,-37093640,108984000,-62019647,-5205576,-16755000
2017-06-03,4075585,-34145504,101024755,-62509716,-5200920,-15602052
2017-06-02,4128435,-47384104,115050149,-51806000,-5237040,-16849824
2017-06-01,3976302,-50391048,114397422,-6596454,-5056848,-18356364
2017-05-31,3999458,-50277346,112108915,-39764642,-7691896,-19303716
2017-05-30,3953531,-46920802,105794225,-37058194,-7668480,-18614472
2017-05-29,3785159,-55306702,102316908,-33884676,-10863168,-16364424
2017-05-28,3840768,-29883425,103713245,-53308412,-11217744,-13773096
2017-05-27,3781357,-28677400,100818595,-52502342,-11210640,-14352420
2017-05-26,3755890,-36772784,101322389,-47129151,-12759024,-14880936
2017-05-25,3868211,-36031308,108363524,-49187452,-9927768,-15936144
2017-05-24,3910045,-47884729,111346282,-39334611,-7650600,-20023896
2017-05-23,3827835,-49003476,106433211,-46872072,-11823768,-19696188
2017-05-22,3892546,-50174753,101960831,-30243120,-7647168,-19065744
2017-05-21,4007625,-39126451,100805896,-39249632,-15536040,-15560580
2017-05-20,4035307,-36861748,104144946,-37157815,-16104984,-14734464
2017-05-19,3935665,-43259168,110541572,-35008594,-10205374,-16411464
2017-05-18,3675876,-45175680,96614335,-30091701,-7715688,-17039256
2017-05-17,3604138,-52762197,98848103,-30402987,-3228870,-14584260
2017-05-16,3890018,-58317077,101324537,-23627718,-7209888,-17961036
2017-05-15,3741579,-58042846,98580426,-17409607,-6799251,-16868868
2017-05-14,3854242,-43302227,92553716,-15150499,-22308351,-16399944
2017-05-13,3732088,-48632563,111047002,-18355267,-23009480,-17255832
2017-05-12,3935756,-58252051,106837833,-16792876,-3918648,-20748828
2017-05-11,3791809,-85044111,88868373,22770669,-495408,-22076128
2017-05-10,3825790,-96492737,98942808,27883855,-7657992,-20799796
2017-05-09,3981520,-84515402,102825934,4306152,-7101224,-21711784
2017-05-08,3566953,-77363280,96110138,-6828810,-7280784,-18969936
2017-05-07,3764933,-54704577,99337650,-17742817,-17008240,-15835252
2017-05-06,3909076,-55252231,94902843,-10588782,-18075268,-16355040
2017-05-05,3680438,-70675375,106098280,-15656710,-4638704,-17225040
2017-05-04,3659173,-70454207,105041018,-16342625,-7740240,-18021288
2017-05-03,3655785,-73074845,110933086,-3857309,-14854181,-21227508
2017-05-02,3517343,-77238886,99030589,-711843,-3951600,-22903032
2017-05-01,3342376,-62951918,117272418,-41979621,-13287672,-16665132
2017-04-30,4003827,-70357707,112575131,-14481148,-6832960,-19641264
2017-04-29,4059485,-82154528,112644942,-2095767,-6561592,-17266932
2017-04-28,3963144,-98868656,113380540,10978392,-4994528,-20256156
2017-04-27,3869238,-104041689,123852479,1120849,-3070272,-23253600
2017-04-26,3811671,-107920646,124933824,-3056732,-3081312,-22396476
2017-04-25,3797336,-106125641,125074653,-8575591,6475536,-20392044
2017-04-24,3657908,-95082177,117469943,-17826537,6383209,-18492966
2017-04-23,3728253,-76901645,120916889,-22537101,-5110848,-18468460
2017-04-22,3782709,-71994053,118095579,-22627320,-5105016,-20208156
2017-04-21,3830417,-87329212,126488709,-22554545,5296755,-20910792
2017-04-20,3800328,-107480739,120722452,11969671,-4913888,-24569052
2017-04-19,3591768,-118792793,134020758,40521295,-21108836,-29659140
2017-04-18,3757384,-116876957,121787321,33281205,-16335288,-25736708
2017-04-17,3742615,-92794689,124281402,3438333,-18711528,-24882612
2017-04-16,3714165,-82431308,124909739,-1582628,-18712296,-20775516
2017-04-15,3797747,-83786180,121478433,-1515707,-18712704,-19428220
2017-04-14,3767787,-81085544,121907789,-4086339,-18678733,-17888292
2017-04-13,3702169,-77502891,122984923,-11932721,-16119360,-20670384
2017-04-12,3796735,-82642932,130261928,-18729206,-9688896,-19927008
2017-04-11,3818732,-87941261,127940562,-7097225,-16313040,-19412664
2017-04-10,3866380,-80669192,124453827,-8777402,-19231032,-21667164
2017-04-09,3929005,-68066071,112704775,7910024,-27757408,-14120816
2017-04-08,3893967,-74658027,116096207,-21123402,-24108465,-14591856
2017-04-07,3855228,-77534335,131252636,-28771816,-16604736,-16455636
2017-04-06,3847021,-88374284,127509543,-15825658,-2741328,-20657808
2017-04-05,3815139,-80380033,120550899,-17669110,6122548,-21111360
2017-04-04,3851382,-80044207,106099762,-2037059,-9697920,-19779528
2017-04-03,3603808,-93867071,88087122,31434568,-10583976,-18452148
2017-04-02,3886752,-66599001,91572315,-9629894,-15635976,-15160944
2017-04-01,3878709,-63535510,102673831,-21587996,-15014472,-14598056
2017-03-31,3866325,-77090665,104771821,5433652,-7521074,-18394236
2017-03-30,3971847,-97746946,99481590,34802324,-11329704,-22845204
2017-03-29,3775418,-107260915,102014053,34504968,-6635616,-22763388
2017-03-28,3859848,-101442884,99184935,23921253,-3113336,-18776388
2017-03-27,3834137,-100166756,83425887,28847392,-8490016,-22692384
2017-03-26,3907276,-87190837,35794674,55184872,-1584800,-18791916
2017-03-25,3699890,-84660104,93607849,13462293,-7389920,-19942668
2017-03-24,3772877,-102130037,102092811,42224953,-11413776,-25884084
2017-03-23,3855297,-108401267,92602380,69114406,-6629880,-36347928
2017-03-22,3578762,-111547385,110202940,52066274,-13898304,-29471484
2017-03-21,3512393,-115839308,103876328,41290585,-6695976,-33264444
2017-03-20,3612828,-118265044,103778664,52146480,-6695976,-28797816
2017-03-19,3712228,-108935442,103558683,36609474,-6695976,-26489796
2017-03-18,3665536,-98362212,103976360,20882447,-6695976,-25620624
2017-03-17,3680411,-108854831,97732606,49723663,-24325848,-25520976
2017-03-16,3853906,-103131761,94005562,41809991,-17270064,-23950392
2017-03-15,3913984,-111243640,102798283,38698682,-15221424,-24580580
2017-03-14,3759340,-112840047,108453486,48882202,-19194976,-23955372
2017-03-13,3567559,-134782445,110897795,61933423,-12071976,-29151348
2017-03-12,3714198,-117318785,112523017,26781864,-6695976,-28482588
2017-03-11,3847378,-102289241,122407652,10934482,-6695976,-26454552
2017-03-10,3751047,-116829098,121612846,31371267,-6707976,-31061100
2017-03-09,3777417,-128608678,119345869,64848388,-16285080,-29216280
2017-03-08,3802584,-148197723,116980609,89517300,-14771976,-40724640
2017-03-07,3795662,-173523759,114186652,110608976,-24131976,-45454872
2017-03-06,3596517,-149124001,105945006,86345567,-21539976,-37477412
2017-03-05,3767912,-112414957,100844711,54528335,-16787976,-30575868
2017-03-04,3855956,-102913358,82096478,65421827,-16787976,-26046852
2017-03-03,3657957,-118224021,114031749,69390692,-31515024,-26634804
2017-03-02,3539952,-122894886,109487012,61184803,-28179192,-29619000
2017-03-01,3418001,-127772026,124882736,68797764,-38408543,-28992924
2017-02-28,3285054,-122490500,117646265,82268227,-60148776,-24739804
2017-02-27,3162508,-109320606,117150299,39672046,-33214464,-25751700
2017-02-26,3292388,-99227535,107692589,56739392,-43040862,-24711612
2017-02-25,3523434,-115825771,116226786,66888496,-44272392,-25356384
2017-02-24,3465163,-136578000,120475725,78427231,-32836776,-33708852
2017-02-23,3308896,-132881941,119934242,74682102,-38668776,-26537068
2017-02-22,3420698,-113317213,120433309,53618664,-22660776,-28766796
2017-02-21,3565405,-121143737,117251271,57073364,-34939536,-23488136
2017-02-20,3481191,-118188372,127888580,78688397,-63337045,-26110764
2017-02-19,3660091,-115646958,120967403,72091433,-56279352,-26151504
2017-02-18,3522926,-115163986,124286046,66986152,-56238800,-24714420
2017-02-17,3615627,-119213717,99729113,70154267,-36134568,-26615144
2017-02-16,3743990,-126629593,120496841,76245570,-39108776,-32961132
2017-02-15,3726536,-150184041,117002362,99577833,-31963680,-41265552
2017-02-14,3591158,-156392326,126153633,121983652,-40067248,-43079596
2017-02-13,3537712,-163984467,130158000,97325689,-24078776,-46050872
2017-02-12,3618772,-148054724,121073000,78836749,-24974648,-39441816
2017-02-11,3591621,-138815999,117934510,86723632,-25101970,-41466384
2017-02-10,3677741,-159712588,110353978,100245787,7560480,-43169556
2017-02-09,3627201,-186487049,121640654,111708189,-6829344,-52669764
2017-02-08,3338133,-177847167,97617517,134278498,-3047520,-53166576
2017-02-07,3134861,-178726658,95208180,133944226,-8883144,-51961174
2017-02-06,3597863,-159045195,103805768,116682650,-31605487,-39501212
2017-02-05,3506734,-141103664,93146208,108474820,-29834760,-30668944
2017-02-04,3593105,-125671392,94367510,104921893,-29748792,-29071644
2017-02-03,3731155,-151128163,93937964,119158808,-27538032,-31403464
2017-02-02,3526135,-159547180,85934812,107192531,-12077535,-32196048
2017-02-01,3507071,-152543112,82464000,102978738,-1972936,-36010368
2017-01-31,3559190,-151977517,90216000,68462898,16696968,-33373152
2017-01-30,3397450,-142867673,90884000,63873012,7792848,-29694308
2017-01-29,3419465,-125643552,91635676,40837277,14239680,-27719064
2017-01-28,3551493,-127991103,93062000,42359354,13072920,-27312624
2017-01-27,3781875,-147540058,97272000,80068028,1798056,-27504072
2017-01-26,3902498,-157107203,95016857,84606455,5749680,-28985016
2017-01-25,3775372,-145192378,88966795,92329349,1391238,-29386020
2017-01-24,3778024,-149837115,89545618,93758680,-2335261,-26479608
2017-01-23,3893051,-136035745,89298887,51570856,131080,-27057800
2017-01-22,3904000,-113067596,97595736,46783251,-10575888,-27306368
2017-01-21,3896167,-105274088,94050823,36899996,-13079448,-22878396
2017-01-20,3824405,-119516818,112122000,37374930,-6691904,-23772408
2017-01-19,3800155,-131885856,116765954,41529133,16638012,-27011537
2017-01-18,3686427,-150235622,135100884,29579908,5672784,-30631496
2017-01-17,3541152,-173149994,133549000,42291809,22512480,-36218304
2017-01-16,3768942,-183699691,124972750,93047709,26787180,-51136920
2017-01-15,3818565,-156481455,102715096,66046144,25327680,-38503200
2017-01-14,3809082,-131798515,69650688,53111612,25327680,-32193796
2017-01-13,3843559,-146011081,71171496,67627602,30523744,-35333828
2017-01-12,3717732,-146863223,59306556,113357771,21727680,-37498552
2017-01-11,3763846,-134165418,92190859,57268706,21394680,-35928720
2017-01-10,3770095,-150448599,105264263,44393804,19276535,-39505272
2017-01-09,3743253,-143970280,110752617,33053733,23825544,-37311664
2017-01-08,3678839,-145815020,114407239,35433345,25863192,-32576648
2017-01-07,3677835,-151114970,111131184,53643625,25327680,-37291492
2017-01-06,3537728,-197443948,108775406,120690805,48803816,-53566824
2017-01-05,3588106,-205611321,43499198,157750972,56690048,-57647184
2017-01-04,3769529,-150394834,26248994,132445187,18827400,-47738872
2017-01-03,3811224,-126847393,143916598,21456964,-9967743,-36441216
2017-01-02,3783386,-143065561,131156450,51849926,-21862984,-35562152
2017-01-01,3824537,-92894312,119790551,12449628,-23692886,-26358756
2016-12-31,3804635,-83205980,142654972,2786114,-33363232,-29683932
2016-12-30,3791557,-105373642,111558883,57127814,-9358208,-29572392
2016-12-29,3567218,-114112390,9169250,113128725,14670714,-33131088
2016-12-28,3490248,-128264246,23062161,138094508,6582259,-36363560
2016-12-27,3545325,-102437030,21922933,102522431,-7347909,-33813288
2016-12-26,3719403,-93427287,88878074,29042993,-12518608,-33328888
2016-12-25,3806576,-80637845,137072361,-17415382,-7507432,-27018076
2016-12-24,3919339,-88751432,136291764,-13874708,-10536216,-29505672
2016-12-23,4030838,-96674351,140388000,4380944,-3937176,-37045596
2016-12-22,4012399,-109319927,135187484,16884685,-157176,-42719856
2016-12-21,3919530,-136066486,127221187,49898894,2430011,-40222092
2016-12-20,3874230,-134791995,106108651,66600979,-2551176,-45027408
2016-12-19,3995856,-133919209,104268624,74428899,280848,-44366784
2016-12-18,3995919,-112963445,95179491,44625897,10326544,-37679532
2016-12-17,4014990,-119372531,94487250,72241949,-3637176,-40188360
2016-12-16,3999685,-149755608,98702923,97077516,-150480,-49163568
2016-12-15,3864602,-156056119,102873939,96898953,720697,-50855707
2016-12-14,3685191,-150763453,105442594,87849996,630072,-53276208
2016-12-13,3827789,-130411106,102978415,80199686,4174281,-47521164
2016-12-12,3731108,-148007277,107408621,74560565,2304465,-48435756
2016-12-11,3439269,-97142410,109390351,33428855,-157176,-41587032
2016-12-10,3941423,-88790390,87628922,20305394,-2367176,-31809012
2016-12-09,3915271,-100876951,98991158,32748628,-37176,-37311060
2016-12-08,3801205,-102266496,98966015,38991725,12313344,-42971679
2016-12-07,3410464,-125565282,56609416,111963528,4005824,-45596984
2016-12-06,3685791,-157780096,118905329,82507027,-140736,-63957852
2016-12-05,3873772,-136115006,133153526,49267459,-3064176,-46104036
2016-12-04,3971379,-118255211,129502804,35241445,1599078,-45745140
2016-12-03,4064179,-131283607,122087241,50572523,2040088,-46353072
2016-12-02,3986025,-141088878,140437000,45937672,1066800,-46889376
2016-12-01,3673953,-120503210,133663000,9963701,-3340176,-44020944
2016-11-30,3664443,-131395272,126120745,54277751,974320,-36827560
2016-11-29,3559150,-145240527,120834531,68751948,7100086,-45499728
2016-11-28,3313451,-169870074,123747341,75683030,2050320,-41401968
2016-11-27,3642860,-126925535,118440000,42473520,67500,-33327550
2016-11-26,3797915,-106422448,112902116,18071902,446516,-30694250
2016-11-25,3684210,-125747413,102751544,42297238,7802272,-37286940
2016-11-24,3333737,-136677762,100520263,49973631,22079416,-40853032
2016-11-23,3042266,-124943223,129761000,5535468,17772177,-30893618
2016-11-22,3518107,-115234495,121297736,3899367,31710660,-40907076
2016-11-21,3504087,-123365954,120729792,23287507,13849198,-31907616
2016-11-20,3674725,-120570060,124676976,7024256,11884168,-33076632
2016-11-19,3585609,-137583767,121605602,18900127,19675704,-30746016
2016-11-18,3424588,-141221807,119616805,43419437,2533656,-33345120
2016-11-17,3438648,-137807152,124300000,55331201,477240,-38676972
2016-11-16,3401688,-126132273,125839026,24351148,12461688,-44435768
2016-11-15,3535226,-132091810,123704000,45932498,-494842,-37275768
2016-11-14,3544051,-154747731,126256000,56565170,10468568,-38221896
2016-11-13,3573925,-133112677,116687000,38930947,24518712,-43776416
2016-11-12,3556258,-132035284,115588000,38266698,28018296,-44623788
2016-11-11,3500093,-163306578,128885472,78522366,-2732724,-50806812
2016-11-10,3427179,-161713732,126063839,74355167,8811696,-48937904
2016-11-09,3364390,-163217424,126450000,73346684,13498944,-53606408
2016-11-08,3221078,-158404669,114763161,73277191,24767760,-55882476
2016-11-07,3215334,-153373467,113706328,79795914,-799680,-47445348
2016-11-06,3341397,-119595790,100850106,27148382,13192320,-43587342
2016-11-05,3406252,-103312785,92322515,29456220,14120320,-36983788
2016-11-04,3432294,-105048317,125372099,20777275,3383320,-44593992
2016-11-03,3347914,-131212488,127077765,53203600,10943320,-46067844
2016-11-02,3351397,-117044292,112176000,37788572,-775680,-45347352
2016-11-01,3153483,-89454047,110262000,7554999,664320,-32093492
2016-10-31,3157869,-93821826,128121423,-4109531,-7796472,-26573084
2016-10-30,3235257,-80120179,132104000,-38741478,1735080,-22600476
2016-10-29,3379723,-76809092,135589338,-44547340,1766800,-23914714
2016-10-28,3191621,-80286396,131349202,-38126669,13066752,-23963124
2016-10-27,3235299,-82360943,131537000,-27968606,13563936,-25045164
2016-10-26,3202404,-109498105,125956835,-3873923,14637768,-29702088
2016-10-25,3280659,-115128936,131370744,-24241028,15664776,-23167946
2016-10-24,3292347,-102052108,128316857,16338789,-6771472,-26427133
2016-10-23,3362745,-89315009,128591466,67256,-26147480,-24775558
2016-10-22,3427200,-81454090,128060614,-3109385,-29683992,-22646241
2016-10-21,3469401,-85491807,131305160,-20990449,-2165448,-22088437
2016-10-20,3428552,-85158350,143244000,-11868966,-15544080,-28063413
2016-10-19,3302011,-84307526,134473576,-20813071,-3476736,-25405140
2016-10-18,3260568,-83115477,124262515,-13466638,-10366424,-24916699
2016-10-17,3273443,-85324122,136056968,-25511168,-27578448,-25425228
2016-10-16,3363172,-75604002,132633679,-50442919,11222688,-22080264
2016-10-15,3264761,-72853198,137146000,-51237846,7800144,-22018956
2016-10-14,3291926,-86162791,136265632,-21224194,-2636520,-22894584
2016-10-13,3280857,-97804751,144593000,14381309,-21263160,-27339552
2016-10-12,2890258,-100805569,128608003,67326421,-63578624,-23945916
2016-10-11,2971621,-94833315,126408439,10015887,-33024024,-25618104
2016-10-10,3114258,-96766011,138764869,19780775,-39649849,-19820412
2016-10-09,3080397,-69668912,122712710,-23091381,-25815808,-17885555
2016-10-08,3080322,-63583189,109317345,2594495,-18464024,-19828116
2016-10-07,3095085,-75501592,128022695,234381,-30961600,-24580308
2016-10-06,3024122,-79789868,130333104,-25521969,-14526862,-27828324
2016-10-05,3117428,-71727192,137033293,-34484824,-12818856,-22335459
2016-10-04,2935795,-71101968,133741854,-15748349,-13618728,-26305608
2016-10-03,2915386,-62065863,102848600,-13995500,-11201848,-23637460
2016-10-02,2940268,-55654200,113453697,-18906866,-27305816,-17326644
2016-10-01,2939086,-52701701,123046408,-23257958,-17124242,-19667952
2016-09-30,2964632,-55513206,124605547,-19954752,-23045016,-19565316
2016-09-29,2968622,-51430940,134601236,-7902812,-50518848,-24892740
2016-09-28,3118043,-49215485,130344000,-33804900,-27670818,-23034744
2016-09-27,2953276,-51353066,109196617,-12871142,-13378500,-26077980
2016-09-26,2965392,-54935692,84505175,16223754,-22938840,-21614460
2016-09-25,2985659,-37305996,62645190,-8354128,-11265824,-18957492
2016-09-24,3018004,-39277449,66880829,-23056966,-12409848,-18135264
2016-09-23,2997996,-44484435,47341239,52820814,-16375912,-23229760
2016-09-22,2976426,-48348599,76324187,19553399,-26530232,-22860880
2016-09-21,3045939,-47759565,84977154,18064744,-33469807,-25353288
2016-09-20,3110554,-48387930,99294000,-233123,-36983792,-19008756
2016-09-19,3203766,-47342343,109224262,-15630040,-28375645,-24237916
2016-09-18,3316247,-34988778,104293815,-11667819,-43355279,-17446080
2016-09-17,3330650,-31409357,102248035,-12715944,-47380344,-15935916
2016-09-16,3283607,-38580398,132740155,-4411464,-82632984,-21445848
2016-09-15,3020930,-40768389,140849366,2396236,-82929456,-19149372
2016-09-14,2970063,-40450394,145841142,-5564364,-83545188,-20533656
2016-09-13,2908502,-41381238,127761443,9031301,-86946912,-19982100
2016-09-12,2925117,-40954905,144572552,-6241106,-83566212,-19285212
2016-09-11,3107022,-30403420,126683993,-450828,-85880784,-15603600
2016-09-10,3289919,-27747327,145457400,-14107879,-92370000,-13987812
2016-09-09,3159649,-39549677,155956956,7365652,-109049864,-16112256
2016-09-08,2958242,-44191765,151416000,-2060577,-86928000,-21421368
2016-09-07,3155378,-46283977,152216000,-6576702,-86928000,-16135416
2016-09-06,3087343,-46609673,156657956,2638445,-86536844,-22483868
