GasDay,KWhFromBiogas,KWhToDenmark,KWhFromNorthSea,KWhToOrFromStorage,KWhToOrFromGermany,KWhToSweden
2020-07-15,11592650,-42808123,3600000,-47723224,91926632,-19092658
2020-07-14,11633640,-40715777,4320000,-53984495,99064632,-18636197
2020-07-13,11266418,-45633869,4560000,-47251661,102663632,-18448482
2020-07-12,11607822,-36402850,4560000,-52805682,91930632,-18177152
2020-07-11,11397499,-35380657,3600000,-52570752,91930632,-18114819
2020-07-10,11289351,-43286286,3120000,-34116454,99906632,-19138416
2020-07-09,11012819,-46679677,3120000,-36599716,100691640,-20380508
2020-07-08,11022686,-48883919,2640000,-37053470,92170632,-21044865
2020-07-07,11281596,-50639166,3120000,-37722216,91906632,-17838628
2020-07-06,10966476,-45255524,2880000,-35381704,86362632,-21332948
2020-07-05,11068713,-34709889,2880000,-52396256,89074632,-16268712
2020-07-04,11467732,-33376866,2880000,-52340395,89124632,-16030992
2020-07-03,11387214,-41864421,2880000,-35699355,93010632,-17869778
2020-07-02,10871254,-43979920,2880000,-19741320,79798632,-19647444
2020-07-01,10857289,-44781088,2640000,-33861962,82836632,-17613335
2020-06-30,10908764,-42311369,2190000,-38974498,75810048,-16919593
2020-06-29,10852134,-43323040,0,-39067260,83708048,-19475689
2020-06-28,10966922,-30892018,0,-56480740,88146048,-16399594
2020-06-27,10860434,-25214480,0,-56611295,87906048,-14674242
2020-06-26,11068261,-49438510,0,-31540621,95310078,-15248117
2020-06-25,10708862,-59055169,0,-19619162,89700048,-17554735
2020-06-24,10235603,-63035599,0,-35473019,90564048,-17946496
2020-06-23,10997455,-62799168,0,-21597090,88164048,-18451483
2020-06-22,11153803,-60491560,0,-21052910,81540048,-18838643
2020-06-21,11120494,-36772492,0,-36819063,81540048,-16019521
2020-06-20,11460802,-33408037,0,-39970235,81540048,-15160562
2020-06-19,10914695,-45156282,0,-33501269,81390048,-14206034
2020-06-18,10810303,-51361732,0,-29769587,83844048,-17604330
2020-06-17,10402707,-51307833,0,-21470820,81540048,-19190533
2020-06-16,10343774,-57823705,0,-15064978,81540048,-17992778
2020-06-15,10428098,-60198917,0,-8740995,81540048,-16946469
2020-06-14,10962499,-38587055,0,-29194991,81540048,-15388310
2020-06-13,10842737,-38847223,0,-34973463,81540048,-15594352
2020-06-12,10709057,-43588529,0,-20897804,81540048,-17340279
2020-06-11,10228703,-51607208,0,-22436164,81540048,-18369276
2020-06-10,10516110,-65926023,0,-8215097,83100048,-19826470
2020-06-09,10076328,-68500827,0,-14259905,86460048,-20804661
2020-06-08,10760473,-66166301,0,-12788774,81540048,-20264059
2020-06-07,10825191,-48997234,0,-24468742,81540048,-18727064
2020-06-06,11180035,-47129374,0,-25777333,81540048,-17829014
2020-06-05,11153082,-53028451,0,-26220317,89580048,-18738775
2020-06-04,11158953,-47969100,0,-27670880,81540048,-19171351
2020-06-03,10968736,-58530445,0,-22202410,81540048,-19340332
2020-06-02,10265121,-58061673,0,-31318126,82817716,-19380969
2020-06-01,10596638,-40655522,0,-27275806,68194064,-20084797
2020-05-31,10812620,-35522185,2880000,-35510662,69045600,-14595956
2020-05-30,11064474,-34313745,3000000,-35019964,69529600,-14641732
2020-05-29,11033029,-45111663,2910000,-17556193,74819932,-17612837
2020-05-28,11025103,-51588411,2640000,-16378692,74999584,-20979651
2020-05-27,11021785,-58342632,2640000,-12040589,84435252,-21322755
2020-05-26,11094985,-55150883,2640000,-6176474,68997600,-19981191
2020-05-25,10519329,-61552961,2555000,402615,70101600,-20110154
2020-05-24,10672513,-51497015,2580158,-28255587,68421600,-18069786
2020-05-23,10720154,-39351559,2735000,-31196340,70399932,-17860464
2020-05-22,10830361,-45482498,2880000,-29774241,83089584,-17935967
2020-05-21,10901403,-43313398,2640000,-24460777,81913584,-16684472
2020-05-20,10662743,-59382517,3000000,-13572686,81913584,-19402517
2020-05-19,10147888,-64472201,2880000,-15264497,86065584,-20251288
2020-05-18,10711358,-71377533,2760000,-17186734,81913584,-19155125
2020-05-17,10794511,-54706384,3000000,-25728681,81025584,-15825632
2020-05-16,10895597,-54279497,2880000,-24971152,81049584,-14695869
2020-05-15,11025019,-58886829,3000000,-17873646,81913584,-15600007
2020-05-14,11071056,-64906113,2640000,-11208559,81913584,-20081846
2020-05-13,11425445,-75275855,2760000,-9386030,81913584,-20642627
2020-05-12,11244229,-74238963,3000000,-10571123,81049584,-20634102
2020-05-11,11165786,-68808811,3000000,-21467129,82969584,-19272534
2020-05-10,11368813,-47198669,2640000,-37352558,81049584,-15017919
2020-05-09,11662223,-41866365,2880000,-33411629,83449584,-13565590
2020-05-08,11908522,-47319807,2760000,-27790627,82139584,-15904737
2020-05-07,11545844,-58414243,2880000,-14872011,80399584,-17515246
2020-05-06,11278063,-63034992,2640000,-10589011,81049584,-18396320
2020-05-05,11367379,-69666564,2640000,-7995239,80816784,-19206611
2020-05-04,11240300,-70076849,2760000,-9923584,92519484,-19076842
2020-05-03,11556747,-56277409,2640000,-24228483,88199584,-14206240
2020-05-02,11424836,-59446711,2880000,-24115585,87599584,-13999300
2020-05-01,11668457,-65094320,2880000,-6075409,77269136,-14820056
2020-04-30,11663825,-83309321,2880000,6503978,78937008,-18165878
2020-04-29,11223039,-83628769,2880000,4956084,80506608,-18683252
2020-04-28,11203273,-75496749,3000000,-7307305,80074608,-16761975
2020-04-27,11192785,-74260381,2880000,-11250886,77866608,-17157307
2020-04-26,11379201,-56616312,2880000,-34347668,76196208,-14909926
2020-04-25,11752084,-52539892,2880000,-35620603,76196208,-14452213
2020-04-24,11480196,-54820287,2880000,-19511872,78500208,-15996721
2020-04-23,11364031,-65063171,2880000,-10939895,81068208,-17512764
2020-04-22,10716169,-68519887,2688000,-9799214,81068208,-18224077
2020-04-21,10849655,-63670516,2640000,-17094601,78356208,-17881052
2020-04-20,10829242,-73629832,2760000,-227361,77996208,-18107216
2020-04-19,11490562,-61282046,2760000,-15443073,78548208,-15994232
2020-04-18,11602448,-59321790,3000000,-14973104,78596208,-16351652
2020-04-17,11442275,-71343941,2880000,1568660,77996208,-19102901
2020-04-16,11482781,-69109578,2928000,-2450796,78242208,-19622086
2020-04-15,11232310,-73118660,3840000,11553619,76671208,-24365811
2020-04-14,11186569,-85586845,3010000,19192883,73916208,-20515914
2020-04-13,10722858,-72251964,2880000,-13080439,75392208,-18151980
2020-04-12,10852344,-55954493,2880000,-14645988,73776208,-14493036
2020-04-11,10897455,-65547738,3120000,-11900407,75596208,-14705639
2020-04-10,11049460,-64774420,2880000,-13315185,75148208,-15307303
2020-04-09,11208799,-59906903,2760000,-13809249,75356208,-18693993
2020-04-08,10704100,-61258302,2640000,1200069,75908208,-18676392
2020-04-07,10835720,-65262405,2640000,-1001927,75926208,-19264146
2020-04-06,11236173,-66272701,2880000,-2472272,78116208,-17264433
2020-04-05,11569384,-63152396,2880000,-2254093,77229008,-14878738
2020-04-04,11776071,-102636447,2880000,16707952,70344008,-16996694
2020-04-03,11656513,-93276300,2804774,35385874,63915008,-18213240
2020-04-02,11116028,-94445651,3240000,24139915,62377008,-20723927
2020-04-01,10881119,-88702728,3120000,35024965,58059016,-19308242
2020-03-31,11067030,-95648956,2880000,36649651,65888528,-21892976
2020-03-30,10728224,-98674277,2939284,29493203,76742848,-27371118
2020-03-29,11281995,-86382554,2760000,18106106,66961848,-21202241
2020-03-28,10894868,-67226957,2860000,6097121,65497396,-16509150
2020-03-27,11318919,-85507575,2880000,30374238,62768964,-19085823
2020-03-26,11044984,-90521172,2850000,39884821,66730572,-23284848
2020-03-25,10842959,-93043917,2760000,27833530,81332224,-26094986
2020-03-24,11272422,-93030246,3240000,26519491,80858224,-26961605
2020-03-23,10983261,-97759499,3480000,42149968,81448224,-29279935
2020-03-22,11289027,-89303423,3000000,14771569,81388224,-27382274
2020-03-21,11385602,-81311751,3000000,12259657,82898224,-24620391
2020-03-20,11245356,-89836606,3240000,23630388,77446896,-26249035
2020-03-19,10949710,-88732078,3000000,16861358,81674224,-24257734
2020-03-18,10736480,-86246172,3240000,13201600,77198224,-24595594
2020-03-17,10716494,-83977213,3600000,17475210,78724224,-24911494
2020-03-16,10250035,-96371575,4485000,13525156,86408224,-25370530
2020-03-15,10626282,-77735231,3960000,5545687,88413024,-22545187
2020-03-14,10688352,-88237440,3240000,11716462,83299024,-22900772
2020-03-13,10743793,-94729433,2760000,28818705,84914784,-27872712
2020-03-12,10521216,-94203534,3155000,10987030,71700784,-23290022
2020-03-11,10418085,-83098025,3360000,12175953,81468784,-23119611
2020-03-10,10160479,-89909494,3000000,19339973,74933534,-24694082
2020-03-09,9860387,-102064444,2989728,27128801,86794784,-24768683
2020-03-08,10370065,-79847184,3720000,-2137885,93568784,-20345860
2020-03-07,10787386,-89030938,3480000,11568543,84374784,-20637657
2020-03-06,10706612,-103293552,3000000,30400276,76609784,-25929251
2020-03-05,10587418,-102156294,3480000,17733198,85844784,-25347013
2020-03-04,10345794,-106952487,3600000,25344174,83012864,-23686300
2020-03-03,10039679,-110910086,3600000,14035150,92132864,-25844936
2020-03-02,9894589,-106344991,3840000,22044654,96648864,-24708338
2020-03-01,10159815,-85784122,3600000,1693639,90922452,-21636131
2020-02-29,10302587,-83878736,3600000,30684243,77875920,-23090398
2020-02-28,10655898,-102406227,3360000,48833307,89536920,-27482608
2020-02-27,10349264,-127264047,3000000,63450349,88555920,-34542266
2020-02-26,10149636,-134946211,3360000,57502323,86115950,-37485403
2020-02-25,9627044,-108153407,3675000,47525243,81337564,-33164479
2020-02-24,9951742,-122031394,4800000,47969876,84283920,-25159380
2020-02-23,10086846,-97144908,4560000,29672922,85363920,-25072569
2020-02-22,10085008,-88944637,4560000,19370798,85139920,-22973050
2020-02-21,10394267,-87882525,4800000,42877373,80407920,-22728763
2020-02-20,10325670,-102116959,4800000,47403641,81833920,-25756771
2020-02-19,10198776,-108424915,4800000,46487960,82679920,-26928745
2020-02-18,10128386,-102743172,4800000,37179016,68575920,-27498760
2020-02-17,10113413,-99099762,4800000,30616170,67723920,-23360464
2020-02-16,10276925,-77642693,4800000,3438836,75185400,-21292222
2020-02-15,10740387,-81747511,4800000,19243942,68019920,-19273523
2020-02-14,10743709,-106869611,4800000,58699705,82947920,-24430609
2020-02-13,10595527,-120088340,4800000,68707402,61363920,-28357736
2020-02-12,10592532,-111834762,4800000,57845726,59107920,-28430654
2020-02-11,10326388,-109393638,4800000,53670491,64799920,-28430282
2020-02-10,10236551,-93610572,4800000,50691911,59433920,-24941310
2020-02-09,10395729,-84681627,4800000,43419898,56758920,-22115407
2020-02-08,10584939,-93520837,4800000,51171655,53089920,-22586976
2020-02-07,10563300,-106205769,4800000,52941623,62401920,-23636998
2020-02-06,10353501,-107693008,4800000,72390077,67595000,-23916985
2020-02-05,10380449,-118371228,4800000,76161254,48563920,-26244281
2020-02-04,10162247,-113195190,4800000,61957780,56575920,-30881479
2020-02-03,10384017,-103030501,4800000,53156097,57858212,-30143971
2020-02-02,10234492,-95215675,4800000,36044338,61102920,-22181796
2020-02-01,10294291,-76381322,4800000,31375213,58669920,-19772812
2020-01-31,10375990,-83761762,4560000,54114326,49377920,-21674755
2020-01-30,9958174,-91062693,4560000,56528680,56428920,-24078003
2020-01-29,9725233,-98064944,4560000,62657722,52823920,-27228414
2020-01-28,9656572,-99161148,4560000,53524058,40211920,-25895502
2020-01-27,9985987,-96095850,4560000,63043018,43407920,-25895502
2020-01-26,10300662,-92023371,4560000,49132583,42357944,-24885973
2020-01-25,10268632,-85686543,4560000,47384497,42985944,-12283734
2020-01-24,10081091,-92246193,4560000,61868009,42845920,-10477555
2020-01-23,9845475,-102953662,4560000,67897020,53007920,-24779111
2020-01-22,9671557,-103243800,4560000,68463320,62428920,-27729706
2020-01-21,9425152,-97898819,4560000,44728647,66139920,-25728003
2020-01-20,9877141,-101062071,4560000,50923304,60688920,-26561210
2020-01-19,10320708,-96879680,4560000,42167617,50737920,-24890172
2020-01-18,10285711,-88475036,4560000,42499959,50039920,-21689285
2020-01-17,10355684,-90791307,4560000,38489150,67931920,-24538242
2020-01-16,10305700,-97963032,4560000,49246126,61675920,-27829253
2020-01-15,10220020,-94985533,4560000,39607513,61502920,-22474348
2020-01-14,9971838,-99208530,4560000,62995602,66595920,-24909857
2020-01-13,9856738,-106671303,4560000,59163584,61927920,-26212813
2020-01-12,9825807,-88284353,4560000,29610706,60445920,-21759565
2020-01-11,10060014,-91317328,4560000,35747399,61869920,-21499717
2020-01-10,10034327,-98650230,4560000,49990831,56907920,-25461537
2020-01-09,9681891,-102859063,4560000,45225565,64282920,-27417918
2020-01-08,9335568,-95349520,4560000,48260073,73919920,-24830853
2020-01-07,9378619,-101190944,4560000,39359526,85242318,-26430257
2020-01-06,8457263,-99026556,4560000,39664404,73986696,-28309010
2020-01-05,8617553,-98537824,4560000,36049781,71036696,-25168683
2020-01-04,8603273,-94577323,4560000,41103083,70032696,-26217644
2020-01-03,8659658,-94886406,4560000,30371317,82508696,-24661287
2020-01-02,8326737,-103371976,4560000,35757617,72972696,-26587201
2020-01-01,8717673,-91321261,4560000,20595204,73536696,-24483916
2019-12-31,8425592,-88992322,3600000,-593765,113826360,-23815228
2019-12-30,8271243,-85733155,3360000,5336403,96000888,-23550786
2019-12-29,8374347,-94200416,3360000,32690785,80558160,-25088761
2019-12-28,8500753,-112953388,3360000,42877462,88851456,-29828080
2019-12-27,8643848,-113680751,3360000,24715395,99481056,-34997833
2019-12-26,8677071,-96918855,3360000,-4661668,101045568,-29514404
2019-12-25,8811873,-84281787,3360000,-5748231,107302400,-26556445
2019-12-24,8995474,-81085235,3360000,-459378,113848056,-23747237
2019-12-23,9005268,-85245112,3360000,-971352,106507878,-24761248
2019-12-22,9132241,-86844739,3360000,13959658,73937456,-23520694
2019-12-21,9219989,-86158115,3360000,13660929,77870734,-27152694
2019-12-20,9231027,-96470044,3840000,4233707,112228224,-26058313
2019-12-19,8925556,-98939420,4320000,470972,113672152,-28073524
2019-12-18,8999847,-104805581,5640000,7223162,105048800,-27365181
2019-12-17,8622601,-101569007,4680000,6444590,118644768,-29321714
2019-12-16,8600778,-107059993,4800000,12561142,113846448,-31542064
2019-12-15,8952890,-93501573,4800000,-8239566,115060152,-28426298
2019-12-14,8974290,-92312144,4320000,-6666306,114946776,-27044175
2019-12-13,8887809,-107614226,3360000,19886847,109741720,-29074472
2019-12-12,8502668,-114739674,3360000,18657827,113376311,-31347364
2019-12-11,8598784,-115681634,3360000,20832672,113860320,-29857603
2019-12-10,8227187,-118867249,3360000,19850633,113455856,-33568523
2019-12-09,8338638,-105885118,3360000,6846451,103675704,-31558683
2019-12-08,8619260,-80325685,3360000,-596326,104937128,-24152953
2019-12-07,8603640,-85557138,3360000,-2802280,101658192,-23548650
2019-12-06,8673897,-86708403,3360000,-3905468,113886072,-24609078
2019-12-05,8636774,-100091319,3360000,13222283,112986072,-27172292
2019-12-04,8853036,-111692083,3360000,22993038,118467064,-25923922
2019-12-03,9027967,-122979228,3360000,30054644,113862384,-27270696
2019-12-02,8578417,-131061555,3840000,25667223,117246072,-38281100
2019-12-01,9190614,-115693001,3840000,8882039,110915521,-30584758
2019-11-30,9277370,-113151995,3960000,9685747,103132272,-31339600
2019-11-29,9274003,-114012254,3840000,2457419,122455608,-33643622
2019-11-28,9150306,-100314152,3960000,-4310090,109249272,-26429504
2019-11-27,9067997,-101647447,3600000,-8089476,121117272,-26262584
2019-11-26,8963461,-107642952,4080000,-2731489,112741272,-27924137
2019-11-25,8748865,-111466190,4080000,4611807,108456117,-27857056
2019-11-24,9194103,-94971646,4080000,-10710100,107789664,-23267784
2019-11-23,9127506,-81812479,4080000,-13582104,107708808,-22610658
2019-11-22,8715596,-94376258,4080000,-4176851,120997272,-24490235
2019-11-21,8456983,-102478514,3840000,6134762,120061272,-28529416
2019-11-20,7907982,-110452883,4800000,4328221,113725272,-25245574
2019-11-19,8168953,-107627924,3960000,-5788866,117709272,-25289567
2019-11-18,8446023,-100572459,4560000,104871,110453272,-26453301
2019-11-17,8906532,-89466622,3840000,-7066619,103993272,-24311883
2019-11-16,8829231,-66888514,3360000,-6287598,108061272,-23318706
2019-11-15,8963255,-117771072,4200000,-2360416,123441272,-25625405
2019-11-14,8716137,-112321163,3360000,-4428592,129565272,-27294854
2019-11-13,8736351,-115128781,3960000,3110912,121477272,-26850556
2019-11-12,8707816,-110556673,3960000,-3940871,120516272,-25526524
2019-11-11,8716894,-107407541,3840000,-5146203,126948272,-29393329
2019-11-10,9110262,-95785479,3960000,-23620807,127158252,-25523940
2019-11-09,9258907,-100999820,3615000,-14062004,138233272,-24293794
2019-11-08,9171005,-112648950,3360000,-9213003,141357712,-25072131
2019-11-07,9126710,-124546775,3360000,-6877835,155061888,-28349068
2019-11-06,9072814,-133096252,4200000,210594,161602924,-33912836
2019-11-05,8749017,-125967832,3360000,15104948,123266136,-32572954
2019-11-04,8698109,-102037758,3360000,1496810,110401152,-29435602
2019-11-03,9014629,-86041605,3720000,-9246993,97371176,-24503089
2019-11-02,9242938,-91927204,3360000,9742094,93467000,-23191497
2019-11-01,9247783,-111286443,3360000,5533579,105216424,-25247632
2019-10-31,9012104,-108468014,3240000,-15443998,145566188,-26124070
2019-10-30,9029286,-111441395,3240000,24733137,120444344,-27652003
2019-10-29,8814185,-115675005,3360000,-923632,95652672,-25805116
2019-10-28,8737451,-94945478,4320000,-1657475,101237164,-22698975
2019-10-27,9019483,-71645613,3720000,-15774463,85765704,-18555320
2019-10-26,9365142,-62098410,3420000,-18647722,83853125,-17861813
2019-10-25,9004884,-75838027,3840000,1919280,81636600,-19596329
2019-10-24,8667909,-79088415,3840000,10873478,85420872,-21346373
2019-10-23,8865505,-88403397,3720000,9115175,86585020,-22238416
2019-10-22,8630670,-85382323,3960000,1570425,82819832,-20464538
2019-10-21,8747320,-86796653,4200000,3572755,88617656,-22896979
2019-10-20,8826589,-66460874,4200000,-11554042,78441744,-22185656
2019-10-19,9022160,-61853857,3360000,-12947022,78363232,-20979356
2019-10-18,8787150,-69350263,4200000,-3955555,92972698,-24444731
2019-10-17,9012218,-84160788,4080000,-1757839,96915888,-25636270
